log_data-ranges_avg,log_data-ranges_std_deviation,log_data-types,log_data-types_count,log_interval-messages,log_messages_count,network_fragmentation-score,network_header-length_avg,network_header-length_std_deviation,network_interval-packets,network_ip-flags_avg,network_ip-flags_max,network_ip-flags_std_deviation,network_ip-length_avg,network_ip-length_max,network_ip-length_min,network_ip-length_std_deviation,network_ips_all_count,network_ips_src_count,network_mss_avg,network_mss_std_deviation,network_packet-size_min,network_packets_all_count,network_packets_src_count,network_payload-length_std_deviation,network_ports_all_count,network_ports_dst_count,network_protocols_all_count,network_protocols_dst_count,network_protocols_src_count,network_tcp-flags-ack_count,network_tcp-flags-fin_count,network_tcp-flags-syn_count,network_tcp-flags-urg_count,network_tcp-flags_avg,network_tcp-flags_max,network_tcp-flags_min,network_tcp-flags_std_deviation,network_time-delta_avg,network_time-delta_max,network_time-delta_min,network_time-delta_std_deviation,network_ttl_avg,network_ttl_max,network_ttl_min,network_ttl_std_deviation,network_window-size_avg,network_window-size_max,network_window-size_min,network_window-size_std_deviation,label
0.0,0.0,6,0,0.0,0,0.0,20.0,0.0,0.2561695141347288,1.0045412323253171,2.0,0.9999896885513208,42.84214057178244,2656.0,40.0,35.76887230004809,51,45,1459.955334987593,1.463531903414727,60.0,19492,9749,35.64714117474901,1022,1021,8,5,8,9681,0,9672,0,11.004185397612773,24.0,2.0,8.994485702782091,0.0001596272234249,0.160804458,2.7e-08,0.00192253727746,56.0230673960161,118.0,2.0,9.532023067893205,584.513460445409,65535.0,0.0,1842.8181964646103,recon
0.0,0.0,6,0,0.0,0,0.0,20.0,0.0,4.244897959183674,1.91812865497076,2.0,0.3962824408443841,65.65107212475634,720.0,40.0,74.65106016294034,216,32,1460.0,0.0,60.0,1177,903,74.69906933335595,77,76,5,4,5,442,34,74,0,17.226190476190474,24.0,2.0,6.566541920152163,0.0016494221079014,0.025751217,3.2e-08,0.0036090440215132,70.45808966861598,255.0,63.0,33.50771197862727,10024.59523809524,65160.0,0.0,22610.623077290697,malware
0.0,0.0,6,0,0.0,0,0.0,0.0,0.0,630.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,3,0.0,0.0,60.0,3,1,0.0,0,0,1,1,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0141217483333333,0.029911312,8.6e-08,0.0122680284031045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,mitm
0.0,0.0,6,0,0.0,0,0.0,20.0,0.0,27.412087912087912,1.160220994475138,2.0,0.9870811683592174,124.80662983425414,2383.0,40.0,373.0185532396716,16,15,0.0,0.0,60.0,183,96,371.12304251941543,21,20,4,4,4,181,0,0,0,19.80110497237569,24.0,16.0,3.9950520357044614,0.0107370943114754,0.217149682,3.4e-08,0.027003558050745,144.0331491712707,255.0,61.0,94.40964580790693,31520.75690607735,65535.0,502.0,30536.489040199616,bruteforce
22.1,0.0,2,1,1096.25,35,0.0,20.0,0.0,0.011549584676935,0.0,0.0,0.0,28.0,28.0,28.0,0.0,5,5,0.0,0.0,60.0,432917,2127,0.0,0,0,2,2,1,0,0,0,0,0.0,0.0,0.0,0.0,1.1545350723117829e-05,0.000557354,2.6e-08,5.9644184855992635e-05,64.9384264274808,255.0,64.0,13.355104023894398,0.0,0.0,0.0,0.0,ddos
0.0,0.0,6,0,0.0,0,0.0,20.0,0.0,2.8206583427922816,1.358686257562662,2.0,0.9334581772290024,175.68625756266206,2521.0,40.0,247.08833588745023,221,38,1460.0,0.0,60.0,1763,1190,287.0120009629184,608,352,9,8,7,563,25,75,0,17.756369426751593,24.0,2.0,6.375176346042649,0.0017516874214407,0.027764181,2.9e-08,0.0035091216918619,124.08297320656872,255.0,52.0,88.77805853500483,16889.288216560508,65535.0,0.0,27111.193323454212,malware
0.0,0.0,6,0,0.0,0,0.0,20.0,0.0,26.645714285714284,1.1704545454545454,2.0,0.9853655402610162,125.78977272727272,1500.0,40.0,273.7043986675193,14,14,0.0,0.0,60.0,176,93,271.109208555491,15,15,3,3,3,176,0,0,0,19.772727272727273,24.0,16.0,3.993538169022302,0.0137188614204545,0.164089458,3.4e-08,0.0285013558517813,143.05113636363637,255.0,61.0,94.24835843074666,30964.284090909092,65535.0,660.0,30003.797076161445,malware
0.0,0.0,6,0,0.0,0,0.0,0.0,0.0,667.3333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,0.0,0.0,60.0,7,6,0.0,0,0,2,1,2,0,0,0,0,0.0,0.0,0.0,0.0,0.0016161648571428,0.00512402,-8e-08,0.0021183706668518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,malware
0.0,0.0,6,0,0.0,0,0.0,20.0,0.0,0.0067900135800271,0.0,0.0,0.0,40.0,40.0,40.0,0.0,7,6,0.0,0.0,60.0,737883,0,0.0,65916,1,2,2,0,0,737882,0,0,5.0,5.0,5.0,0.0,6.775736784829031e-06,0.000487061,2.6e-08,4.125188464027111e-05,64.0,64.0,64.0,0.0,512.0,512.0,512.0,0.0,ddos
22.0,0.0,2,1,0.0,1,12.11,20.0,0.0,0.1048042257063804,0.5454850339565691,2.0,0.4980530862837991,976.216777060451,1500.0,40.0,573.675094591602,3,3,0.0,0.0,60.0,47709,4,248.3774849055251,2,2,4,2,3,6,0,0,0,20.0,24.0,16.0,4.0,8.331670743465593e-05,0.100545743,2.6e-08,0.0004870147542345,64.01201056426595,255.0,64.0,1.514553901696099,34895.5,64051.0,5740.0,29155.5,dos
284.2,0.3999999999970896,2,1,1021.25,5,0.0,20.0,0.0,0.0067400134800269,1.9967861770592847,2.0,0.0801081595315744,36.03267700944751,326.0,36.0,0.8797786105077152,7,7,0.0,0.0,60.0,742420,1193,0.334424469270487,2642,1345,6,4,2,5,0,0,0,20.8,24.0,16.0,3.9191835884530897,6.717769747582232e-06,0.001167593,2.6e-08,4.117937095230148e-05,64.30692009083832,255.0,64.0,7.650329235265479,29045.6,64055.0,5706.0,28585.055400331137,ddos
0.0,0.0,6,0,0.0,0,0.0,20.0,0.0,2.3333333333333335,2.0,2.0,0.0,57.38461538461539,84.0,52.0,9.841344979519672,2,2,1460.0,0.0,66.0,52,36,9.937080161203165,5,5,2,2,2,48,0,8,0,16.307692307692307,24.0,2.0,5.0135909959385625,0.00159075275,0.041278987,3.3e-08,0.0063625765980295,64.0,64.0,64.0,0.0,10379.692307692309,65160.0,502.0,23162.959882551928,bruteforce
912.8,1.4696938456572333,0,2,1037.25,15,0.0,20.0,0.0,218.47368421052633,1.0,2.0,1.0,59.75,96.0,40.0,22.93877721239735,2,2,0.0,0.0,54.0,20,10,22.93877721239735,2,2,2,1,1,20,0,0,0,20.0,24.0,16.0,4.0,0.00895325,0.081174,0.0,0.0190777560102728,159.5,255.0,64.0,95.5,34827.0,64056.0,5598.0,29229.0,benign
937.3272727272728,198.1917395348119,2,1,87.87037037037037,55,0.0,20.0,0.0,364.90909090909093,1.0,2.0,1.0,48.5,57.0,40.0,8.5,3,3,0.0,0.0,60.0,12,6,8.5,2,2,3,2,2,10,0,0,0,20.0,24.0,16.0,4.0,0.0126521199166666,0.065914235,1.01e-07,0.0194078321382218,159.5,255.0,64.0,95.5,34456.5,64061.0,4852.0,29604.5,mitm
0.0,0.0,6,0,0.0,0,0.0,20.0,0.0,15.292418772563176,1.9781021897810216,2.0,0.2081252179472015,57.68978102189781,122.0,40.0,9.80589562473227,3,3,1460.0,0.0,60.0,278,122,11.509178915892496,18,18,4,4,4,259,6,6,0,19.5,24.0,2.0,4.927458852823498,0.0040496804064748,0.100612534,3.3e-08,0.011821158805244,64.53284671532846,118.0,64.0,5.07973086086651,1931.2537313432836,65160.0,0.0,9499.3374495486,bruteforce
0.0,0.0,6,0,0.0,0,0.0,20.0,0.0,26.308988764044944,1.216374269005848,2.0,0.976310491448384,128.52631578947367,2314.0,40.0,339.7634766535584,15,14,0.0,0.0,60.0,179,98,337.4356516241856,23,13,5,4,5,161,0,0,0,19.82608695652174,24.0,16.0,3.9962174932438455,0.0099321996145251,0.176309072,3.3e-08,0.0253008170565265,138.66081871345028,255.0,61.0,93.38101311843651,31593.67701863354,65535.0,660.0,30545.723063724407,bruteforce
0.0,0.0,6,0,0.0,0,0.0,20.0,0.0,13.512820512820513,1.0257879656160458,2.0,0.9996674351149916,43.01432664756447,145.0,40.0,8.780175698218232,5,5,1460.0,0.0,60.0,352,177,7.479541915218922,175,175,3,3,3,179,0,170,0,11.220630372492836,24.0,2.0,9.008752741842905,0.0005743124573863,0.062063413,3.3e-08,0.0036451642861814,56.45558739255014,64.0,37.0,9.072544558699246,547.704871060172,5098.0,0.0,630.6883141260242,recon
0.0,0.0,6,0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,0.0,0.0,60.0,2,1,0.0,0,0,1,1,1,0,0,0,0,0.0,0.0,0.0,0.0,0.003278296,0.005961308,0.000595284,0.002683012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ddos
0.0,0.0,6,0,0.0,0,0.0,20.0,0.0,2.8364672364672363,1.8228438228438228,2.0,0.5682675806411653,64.9079254079254,720.0,40.0,74.28579698810269,253,45,1460.0,0.0,60.0,1756,1340,74.2481826652214,144,143,6,5,6,707,38,149,0,16.776190476190475,24.0,2.0,7.138087296288348,0.0023052271338268,0.032251281,2.9e-08,0.0050486981028155,79.75058275058275,255.0,53.0,52.04067156877781,12164.357142857143,65160.0,0.0,24287.65333546816,malware
0.0,0.0,6,0,0.0,0,0.0,20.0,0.0,5.034871794871795,1.876237623762376,2.0,0.4818792656913809,64.19554455445545,720.0,40.0,69.03366863995842,174,31,1460.0,0.0,60.0,976,762,69.11761710565041,73,71,5,5,5,340,27,68,0,16.835858585858585,24.0,2.0,6.808775310768251,0.0012297364825819,0.024218132,3.3e-08,0.0026410107892364,74.43069306930693,255.0,63.0,42.592155747306606,11700.050505050503,65160.0,0.0,24054.4146511523,malware
0.4146666666666666,1.1614236474641322,3,2,1004.5,10,0.0,20.0,0.0,61.94871794871795,0.2597402597402597,2.0,0.6723209924958329,44.25974025974026,81.0,40.0,9.818353602565075,4,4,1460.0,0.0,60.0,79,37,10.054095545631212,34,34,3,2,3,46,0,31,0,12.493506493506494,24.0,2.0,8.786978820698977,0.0221078004050632,0.150554148,3.4e-08,0.0280082586123712,146.83116883116884,255.0,39.0,101.55241786367526,11553.74025974026,65535.0,1024.0,20965.30077737455,recon
0.0,0.0,6,0,0.0,0,0.0,20.0,0.0,96.70454545454544,1.6444444444444444,2.0,0.7646511348482335,161.35555555555555,2033.0,52.0,384.68036691694834,4,4,1460.0,0.0,66.0,45,23,444.095200707115,12,7,4,3,4,22,4,4,0,16.5,24.0,2.0,5.220153254455275,0.0110089111111111,0.270944,0.0,0.0399206068885188,72.28888888888889,118.0,63.0,19.18172999059519,11202.833333333334,65160.0,497.0,23925.39744648398,web
0.0,0.0,6,0,0.0,0,0.0,20.0,0.0,0.0067360134720269,2.0,2.0,0.0,36.0,36.0,36.0,0.0,5,4,0.0,0.0,60.0,742777,0,0.0,1828,921,3,3,0,0,0,0,0,0.0,0.0,0.0,0.0,6.718587270472834e-06,0.001159429,2.6e-08,4.1174906645375864e-05,64.0,64.0,64.0,0.0,0.0,0.0,0.0,0.0,ddos
0.0,0.0,6,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bruteforce
0.0,0.0,6,0,0.0,0,0.0,20.0,0.0,3.622463768115942,1.6703296703296704,2.0,0.7420634292806212,85.26373626373626,1500.0,40.0,165.181160679713,228,35,1460.0,0.0,60.0,1381,1072,164.6887876944377,84,84,7,7,7,587,27,51,0,18.39904610492846,24.0,2.0,5.695344293882088,0.0014456800057929,0.02698108,2.9e-08,0.003126723231016,94.54788069073784,255.0,61.0,69.76632661322728,14909.99682034976,65535.0,0.0,25923.278060258835,malware
77.85714285714286,115.90853771679744,2,1,0.45,21,0.0,20.0,0.0,0.0371173204264037,0.0001039292687091,2.0,0.0144169253353603,40.00399385332611,296.0,40.0,0.8904938048210383,4,4,0.0,0.0,60.0,134709,3059,0.8904938048210187,65916,3037,3,3,2,3066,0,0,0,0.4552992791762863,24.0,0.0,2.983584477418358,3.70774018513982e-05,0.000866599,2.5e-08,0.0001046147339708,68.33733213567224,255.0,64.0,28.45378688080485,634.1850757570134,65535.0,512.0,909.0356142844004,dos
0.0,0.0,6,0,0.0,0,0.0,20.0,0.0,140.2,1.5483870967741935,2.0,0.8362246062461755,141.93548387096774,2035.0,52.0,349.56165504296774,4,4,1460.0,0.0,66.0,31,17,419.2190720679195,11,6,4,3,4,11,2,2,0,16.5,24.0,2.0,5.220153254455275,0.0120100967741935,0.077017,0.0,0.0193627657970966,74.41935483870968,113.0,63.0,20.61126249212433,11202.583333333334,65160.0,497.0,23925.509264723896,web
4.0,2.0976176963403033,2,1,1003.0,5,0.0,20.0,0.0,334.3333333333333,1.0,2.0,1.0,48.5,57.0,40.0,8.5,3,3,0.0,0.0,54.0,13,7,8.5,2,2,3,2,2,10,0,0,0,20.0,24.0,16.0,4.0,0.0223777692307692,0.106108,0.0,0.0327700286546055,159.5,255.0,64.0,95.5,34818.0,64062.0,5574.0,29244.0,benign
0.0,0.0,6,0,0.0,0,0.0,20.0,0.0,52.75,2.0,2.0,0.0,214.28,2512.0,40.0,481.5932325105909,3,2,1460.0,0.0,54.0,25,14,481.5125601684758,4,3,4,3,3,21,2,2,0,17.583333333333332,24.0,2.0,6.47377186980065,0.01646152,0.071962,0.0,0.0197499810939048,141.0,239.0,64.0,86.86771552193599,6476.125,65535.0,0.0,12988.496273345438,benign
0.0,0.0,6,0,0.0,0,0.0,20.0,0.0,3.1693189051559516,2.0,2.0,0.0,232.98409669211196,1876.0,52.0,532.5641419291326,2,2,1460.0,0.0,66.0,1572,636,533.0891764398126,158,158,2,1,2,1416,312,312,0,15.801526717557252,24.0,2.0,5.133960938791987,0.0027091933842239,0.017971,0.0,0.0052505359672626,63.595419847328245,64.0,63.0,0.4908106078072215,13244.675572519083,65160.0,499.0,25605.676657742395,web
0.0,0.0,6,0,0.0,0,0.0,20.0,0.0,1951.0,0.0,0.0,0.0,216.0,216.0,216.0,0.0,3,1,0.0,0.0,60.0,3,3,0.0,2,1,2,0,2,0,0,0,0,0.0,0.0,0.0,0.0,0.019587725,0.047464027,0.000302043,0.0201893081884507,255.0,255.0,255.0,0.0,0.0,0.0,0.0,0.0,recon
0.0,0.0,6,0,0.0,0,0.0,20.0,0.0,18.78490566037736,1.0,2.0,1.0,42.0,44.0,40.0,2.0,2,2,1460.0,0.0,60.0,266,133,0.0,134,134,1,1,1,133,0,133,0,11.0,20.0,2.0,9.0,0.000707951424812,0.002592958,3.3e-08,0.000835777398634,56.037593984962406,64.0,37.0,9.104989968769448,512.0,1024.0,0.0,512.0,recon
0.0,0.0,6,0,0.0,0,12.37,20.0,0.0,0.0812809883768186,0.5460530593666688,1.0,0.4978745983909704,977.0531243904024,1500.0,348.0,573.5515373463979,2,1,0.0,0.0,362.0,61516,0,237.8673952748445,0,0,1,1,0,0,0,0,0,0.0,0.0,0.0,0.0,8.12839269783471e-05,0.001286086,2.6e-08,0.0001607490980858,64.0,64.0,64.0,0.0,0.0,0.0,0.0,0.0,dos
0.0,0.0,6,0,0.0,0,0.0,20.0,0.0,334.1666666666667,0.6666666666666666,2.0,0.9428090415820634,37.166666666666664,59.0,28.0,11.141763275572185,4,3,0.0,0.0,60.0,13,4,8.956685895029603,2,2,4,3,3,3,0,0,0,18.666666666666668,24.0,16.0,3.771236166328257,0.0074838516923076,0.049023526,3.5e-08,0.0137001975855477,127.66666666666669,255.0,64.0,90.03826347108705,44368.666666666664,64067.0,4972.0,27857.65015614602,mitm
0.0,0.0,6,0,0.0,0,0.0,20.0,0.0,80.73584905660377,1.6153846153846154,2.0,0.7882269819968923,149.73076923076923,1830.0,52.0,318.4457516525572,4,4,1460.0,0.0,60.0,54,29,362.4756864593289,15,9,5,4,5,23,4,4,0,16.48,24.0,2.0,5.115623129199413,0.0098104074074074,0.197047,0.0,0.0277865023344459,73.26923076923077,119.0,63.0,20.396186846315715,10775.0,65160.0,497.0,23535.51890058938,web
0.0,0.0,6,0,0.0,0,0.0,20.0,0.0,11.294784580498868,2.0,2.0,0.0,177.16590909090908,2948.0,52.0,405.7979201765678,3,3,1460.0,0.0,60.0,442,238,406.30431715074184,49,49,3,2,3,393,92,94,0,15.8,24.0,2.0,5.3399012588759955,0.0030683552036199,0.030645,0.0,0.0058445100478673,63.46136363636363,64.0,63.0,0.498504996369276,14217.36590909091,65160.0,479.0,26313.708796854466,web
4.8,4.1182520563948,2,1,1003.5,5,0.0,20.0,0.0,446.0,1.0,2.0,1.0,47.6,56.0,40.0,7.605261336732627,2,2,0.0,0.0,60.0,10,5,7.605261336732617,2,2,2,1,1,10,0,0,0,20.0,24.0,16.0,4.0,0.0014718972,0.010497294,3.8e-08,0.0030410532042388,159.5,255.0,64.0,95.5,34763.0,64062.0,5464.0,29299.0,malware
0.0,0.0,6,0,0.0,0,0.0,20.0,0.0,974.0,0.0,0.0,0.0,216.0,216.0,216.0,0.0,3,2,0.0,0.0,60.0,3,2,0.0,2,1,2,1,2,0,0,0,0,0.0,0.0,0.0,0.0,0.0278396666666666,0.074069,0.001166,0.0328179821270121,255.0,255.0,255.0,0.0,0.0,0.0,0.0,0.0,benign
0.0,0.0,6,0,0.0,0,0.0,20.0,0.0,7.517647058823529,1.744186046511628,2.0,0.6679724007602357,59.41860465116279,100.0,52.0,10.017966553495546,4,4,1460.0,0.0,66.0,86,46,22.20516216128533,16,16,4,3,3,60,10,10,0,15.846153846153848,24.0,2.0,4.520826232281574,0.002047690244186,0.037130136,2.9e-08,0.0059409381074976,70.18604651162791,118.0,64.0,17.068610948720067,8563.461538461539,64240.0,501.0,17650.870388717096,bruteforce
0.0,0.0,6,0,0.0,0,0.0,20.0,0.0,0.2175068702977879,1.0017127918507167,2.0,0.9999985331709624,42.67200036058776,2416.0,40.0,32.44886979718086,16,16,1460.0,0.0,60.0,22198,11102,32.220704670464215,1025,1025,5,3,5,11175,0,11011,0,11.065266384206256,24.0,2.0,9.003749067079987,7.783525862690332e-05,0.099214448,2.7e-08,0.0015461333149712,56.7122509690796,255.0,37.0,14.7295566802804,790.6787613810511,65535.0,0.0,4130.832371221076,recon
0.0,0.0,6,0,0.0,0,0.0,20.0,0.0,8.5,1.5384615384615383,2.0,0.8426500884694863,87.76923076923077,356.0,52.0,78.37597144156035,4,4,1460.0,0.0,66.0,13,7,83.99931129194252,6,5,3,3,3,5,0,2,0,15.333333333333334,24.0,2.0,6.599663291074442,0.009155923076923,0.045721,0.000262,0.0144904047056162,75.0,118.0,63.0,21.41171498179299,21903.0,65160.0,502.0,30263.214336881007,web
0.0,0.0,6,0,0.0,0,0.0,20.0,0.0,16.036303630363037,1.5436241610738255,2.0,0.8393287624624688,97.52013422818791,2295.0,40.0,233.90778871482345,14,14,0.0,0.0,60.0,304,146,233.0007296038923,25,25,6,5,6,298,0,0,0,20.161073825503355,24.0,16.0,3.9967555870653024,0.0079568424473684,0.178554582,3.4e-08,0.0211819047326162,107.47315436241612,255.0,61.0,80.21808121913368,17756.006711409394,65535.0,502.0,27504.506496403337,bruteforce
0.0,0.0,6,0,0.0,0,0.0,20.0,0.0,126.48484848484848,1.5294117647058822,2.0,0.8483650059915269,136.3235294117647,2030.0,52.0,333.3896960710795,4,4,1460.0,0.0,66.0,34,19,408.8496485555135,12,6,4,3,4,11,2,2,0,16.5,24.0,2.0,5.220153254455275,0.0093314117647058,0.046767,0.0,0.0121426501907112,75.23529411764706,118.0,63.0,21.596648464831176,11203.0,65160.0,501.0,23925.3228818338,web
0.0,0.0,6,0,0.0,0,0.0,20.0,0.0,13.87887323943662,1.6214689265536724,2.0,0.7834388127532527,92.04802259887006,2346.0,40.0,253.4100882661796,13,13,0.0,0.0,60.0,356,165,252.8140972522671,23,23,5,5,4,354,0,0,0,20.293785310734464,24.0,16.0,3.989196684947562,0.0078150281067415,0.264005451,3.3e-08,0.0243041050602468,100.06497175141244,255.0,61.0,74.8609918118622,14639.426553672316,65535.0,502.0,25770.85686103491,bruteforce
0.0,0.0,6,0,0.0,0,0.0,20.0,0.0,1287.0,1.0,2.0,1.0,76.0,76.0,76.0,0.0,3,2,0.0,0.0,60.0,3,2,0.0,2,2,2,1,2,0,0,0,0,0.0,0.0,0.0,0.0,0.015994624,0.02574313,3.6e-08,0.0113999086966008,58.5,64.0,53.0,5.5,0.0,0.0,0.0,0.0,recon
0.0,0.0,6,0,0.0,0,0.0,20.0,0.0,20.894957983193276,0.0,0.0,0.0,42.0084388185654,44.0,40.0,1.9999821965060665,2,2,1460.0,0.0,60.0,239,119,0.0,116,116,2,2,2,118,0,119,0,10.962025316455696,20.0,2.0,8.999919884277288,0.0005764232677824,0.019084371,3.3e-08,0.0017892258660844,151.43037974683546,255.0,37.0,103.2509560292438,3374.0421940928272,5744.0,1024.0,2359.9789918771553,recon
0.0,0.0,6,0,0.0,0,0.0,20.0,0.0,79.93103448275862,2.0,2.0,0.0,50.0,60.0,40.0,10.0,2,2,1460.0,0.0,60.0,30,15,0.0,16,16,1,1,1,15,0,15,0,11.0,20.0,2.0,9.0,0.0221351060333333,0.094220041,3.1e-07,0.0290809263299258,64.0,64.0,64.0,0.0,32120.0,64240.0,0.0,32120.0,bruteforce
119.6,1.4966629547093822,2,1,1006.0,10,0.0,20.0,0.0,184.45454545454547,1.0,2.0,1.0,50.25,62.0,40.0,10.304731922762477,3,3,0.0,0.0,60.0,23,11,10.304731922762477,2,2,3,2,2,20,0,0,0,20.0,24.0,16.0,4.0,0.0179139454782608,0.12456461,1.54e-07,0.0306092737854346,159.5,255.0,64.0,95.5,35298.5,65535.0,5062.0,30236.5,mitm
0.0,0.0,6,0,0.0,0,0.0,20.0,0.0,0.0187648946351166,0.0003003431420397,2.0,0.0245070618001544,28.067716115662144,2408.0,28.0,10.118049063880507,49,48,0.0,0.0,60.0,266456,67526,655.5156485028399,11,9,6,5,6,32,0,0,0,20.25,24.0,16.0,3.992179855667828,1.876093270934038e-05,0.001611892,2.5e-08,7.628144027162008e-05,63.99897883331707,255.0,2.0,0.6196855574013815,3842.40625,65535.0,66.0,11182.304290315613,mitm
0.0,0.0,6,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bruteforce
0.0,0.0,6,0,0.0,0,0.0,20.0,0.0,418.3333333333333,0.0,0.0,0.0,200.0,200.0,200.0,0.0,3,2,0.0,0.0,60.0,4,3,0.0,2,1,2,1,2,0,0,0,0,0.0,0.0,0.0,0.0,0.0215787315,0.050087219,0.002718242,0.0174283842360189,255.0,255.0,255.0,0.0,0.0,0.0,0.0,0.0,recon
0.0,0.0,6,0,0.0,0,0.0,20.0,0.0,0.7035490605427975,0.0,0.0,0.0,42.19706498951782,44.0,40.0,1.99026766790459,3,3,1460.0,0.0,60.0,480,217,0.0,263,263,2,2,2,215,0,262,0,10.11320754716981,20.0,2.0,8.956204505570618,0.0003622090125,0.046339574,3.2e-08,0.0024203927402889,141.1928721174004,255.0,37.0,103.20666059882272,3151.4633123689728,5744.0,1024.0,2348.515848127406,recon
0.0,0.0,6,0,0.0,0,0.0,20.0,0.0,0.0693577472603689,2.0,2.0,0.0,604.7100170627159,6480.0,40.0,949.4464616249423,6,6,1460.0,0.0,60.0,72091,35099,949.8087753074036,1873,1669,5,3,4,67872,873,4057,0,17.930486772927157,25.0,2.0,5.25259771462303,6.907281053113425e-05,0.003727602,-3.5e-08,0.000169457285531,64.0,64.0,64.0,0.0,3413.883252181392,64240.0,0.0,11664.089479534812,ddos
0.0,0.0,6,0,0.0,0,0.0,20.0,0.0,0.4942575055410034,1.0073596128642,2.0,0.9999729176825186,43.52384312934772,2440.0,40.0,47.8531524260059,15,15,1460.0,0.0,60.0,9927,4962,47.552067685124555,1022,1022,5,4,5,5061,10,4863,0,11.173707026918036,24.0,2.0,9.00458432377073,0.0001744642966656,0.130615676,2.7e-08,0.0027757947043872,57.75935074100211,255.0,37.0,19.462425948857888,1168.1139227744732,65535.0,0.0,6331.759369392765,recon
0.0,0.0,6,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bruteforce
0.0,0.0,6,0,0.0,0,0.0,20.0,0.0,0.0173305419607081,0.000492197627746,2.0,0.0313712128708375,28.020245960166655,1476.0,28.0,3.8548989843752866,12,12,1448.0,12.0,60.0,288509,144261,174.71509850349864,12,12,4,4,4,131,0,2,0,19.75757575757576,24.0,2.0,4.249993247982537,1.7322810934840852e-05,0.001036976,2.5e-08,7.23124340878246e-05,64.04038446873852,255.0,64.0,2.7770132559536003,37409.878787878784,65535.0,5184.0,29799.398391077564,mitm
0.0,0.0,6,0,0.0,0,12.3,20.0,0.0,0.0838841727342885,0.5751673461170668,1.0,0.4943175801827374,1010.592782726861,1500.0,348.0,569.4538523705136,2,1,0.0,0.0,362.0,59607,0,368.9032299094114,2525,1279,2,2,0,0,0,0,0,0.0,0.0,0.0,0.0,8.387289576727566e-05,0.000605237,2.5e-08,0.000161119436613,64.0,64.0,64.0,0.0,0.0,0.0,0.0,0.0,dos
911.6666666666666,1.6996731711823745,0,2,1043.5,7,0.0,20.0,0.0,0.0573348469732934,0.0001376052106506,2.0,0.0165888964704493,28.003990551108867,96.0,28.0,0.4148833499019528,3,3,0.0,0.0,60.0,87208,7,20.248456731316587,2,2,4,3,3,12,0,0,0,20.0,24.0,16.0,4.0,1.879770780203651e-05,0.0339134,2.6e-08,0.0001639712529782,64.01314129761714,255.0,64.0,1.5842396129280003,35332.5,65535.0,5130.0,30202.5,mitm
22.2,0.0,2,1,1092.0,28,0.0,20.0,0.0,231.42105263157896,1.0,2.0,1.0,97.0,242.0,40.0,84.38601779915912,2,2,0.0,0.0,60.0,20,10,84.38601779915912,2,2,2,1,1,20,0,0,0,20.0,24.0,16.0,4.0,0.01545594055,0.102995048,8.4e-08,0.0303550109703525,159.5,255.0,64.0,95.5,35374.5,65535.0,5214.0,30160.5,mitm
0.0,0.0,6,0,0.0,0,0.0,20.0,0.0,54.64634146341464,1.686746987951807,2.0,0.72689653633727,195.14457831325305,2635.0,52.0,470.390817582344,4,4,1460.0,0.0,66.0,83,41,511.0125897027377,20,13,4,3,4,46,8,8,0,16.48,24.0,2.0,5.115623129199413,0.008784891566265,0.103181,0.0,0.0168921606563176,71.39759036144578,117.0,63.0,18.549796062293467,10774.52,65160.0,484.0,23535.728558291965,web
22.0,0.0,2,1,1096.0,35,0.0,20.0,0.0,5.568862275449102,0.0407673860911271,2.0,0.2826177496434913,43.29976019184653,242.0,40.0,11.637977398504583,3,3,1460.0,0.0,60.0,836,415,11.69320687719104,402,402,3,2,3,431,0,403,0,11.302158273381297,24.0,2.0,9.0311117009638,0.0044714721315789,0.108113895,3.3e-08,0.00525678962,151.0071942446043,255.0,37.0,103.38521918226584,4659.735011990408,65535.0,1024.0,9082.117629760833,recon
